"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"72793524234","2022-09-10T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","48","61","0.00",,"-0.01","3","63","29.86","CLR:00","29.83","9.00","54","340",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/10/22 06:53:02 METAR KBFI 101453Z 34004KT 9SM CLR 16/09 A2986 RMK AO2 SLP112 T01610089 53003 (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","47","66","0.00",,,,"50","29.87","CLR:00","29.84","7.00","56","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/10/22 07:53:02 METAR KBFI 101553Z VRB04KT 7SM CLR 19/08 A2987 RMK AO2 SLP115 T01890083 (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","46","69","0.00",,,,"44","29.87","CLR:00","29.84","8.00","57","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08909/10/22 08:53:02 METAR KBFI 101653Z VRB05KT 8SM CLR 21/08 A2987 RMK AO2 SLP114 T02060078","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","46","72","0.00",,"-0.00","0","40","29.86","CLR:00","29.84","7.00","58","310",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11209/10/22 09:53:02 METAR KBFI 101753Z 31007KT 7SM CLR 22/08 A2987 RMK AO2 SLP113 T02220078 10222 20139 50001 (JP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","48","76","0.00","HZ:7 |FU |HZ",,,"37","29.85","CLR:00","29.82","6.00","60","310",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09709/10/22 10:53:02 METAR KBFI 101853Z 31007KT 6SM HZ CLR 24/09 A2985 RMK AO2 SLP107 T02440089 (JP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","48","81","0.00","HZ:7 |FU |HZ",,,"32","29.83","CLR:00","29.80","6.00","62","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09709/10/22 11:53:02 METAR KBFI 101953Z VRB05KT 6SM HZ CLR 27/09 A2983 RMK AO2 SLP100 T02720089 (JP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","46","82","0.00","HZ:7 |FU |HZ","+0.06","6","28","29.81","CLR:00","29.78","6.00","62","300",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10309/10/22 12:53:02 METAR KBFI 102053Z 30009KT 6SM HZ CLR 28/08 A2981 RMK AO2 SLP095 T02780078 56019 (JP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","45","83","0.00","HZ:7 |FU |HZ",,,"26","29.80","CLR:00","29.77","6.00","62","310","17","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/10/22 13:53:02 METAR KBFI 102153Z 31007G15KT 6SM HZ CLR 28/07 A2980 RMK AO2 SLP090 T02830072 (JP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","44","84","0.00","HZ:7 |FU |HZ",,,"25","29.78","CLR:00","29.75","4.00","62","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/10/22 14:53:02 METAR KBFI 102253Z VRB05KT 4SM HZ CLR 29/07 A2978 RMK AO2 SLP084 T02890067 $ (JP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.77","45","83","0.00","FU:3 HZ:7 |HZ FU |FU HZ","+0.04","6","26","29.77","CLR:00","29.74","3.00","62","330",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12009/10/22 15:53:02 METAR KBFI 102353Z 33006KT 3SM FU HZ CLR 28/07 A2977 RMK AO2 SLP082 T02830072 10294 20222 56013 $ (MB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.77","44","80","0.00","FU:3 HZ:7 |HZ FU |FU HZ",,,"28","29.77","CLR:00","29.74","5.00","60","320",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09709/10/22 16:53:01 METAR KBFI 110053Z 32003KT 5SM FU HZ CLR 27/07 A2977 RMK AO2 SLP082 T02670067 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","45","77","0.00","FU:3 HZ:7 |HZ FU |FU HZ",,,"32","29.78","BKN:07 90","29.75","5.00","59","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/10/22 17:53:01 METAR KBFI 110153Z 00000KT 5SM FU HZ BKN090 25/07 A2978 RMK AO2 SLP084 T02500072 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.79","47","74","0.00","FU:3 HZ:7 |HZ FU |FU HZ","-0.02","3","38","29.79","BKN:07 90","29.76","7.00","59","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/10/22 18:53:02 METAR KBFI 110253Z 00000KT 7SM FU HZ BKN090 23/08 A2979 RMK AO2 SLP089 T02330083 53007 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.82","48","71","0.00","FU:3 |HZ FU |FU",,,"44","29.82","CLR:00","29.79","7.00","58","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09409/10/22 19:53:02 METAR KBFI 110353Z 00000KT 7SM FU CLR 22/09 A2982 RMK AO2 SLP097 T02170089 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","49","68","0.00","FU:3 |HZ FU |FU",,,"51","29.84","CLR:00","29.81","7.00","58","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09409/10/22 20:53:02 METAR KBFI 110453Z 00000KT 7SM FU CLR 20/09 A2984 RMK AO2 SLP105 T02000094 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","51","66","0.00","FU:3 |HZ FU |FU","-0.06","1","59","29.85","CLR:00","29.83","7.00","58","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11209/10/22 21:53:02 METAR KBFI 110553Z 00000KT 7SM FU CLR 19/11 A2986 RMK AO2 SLP110 T01890106 10283 20189 51021 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","51","64","0.00","FU:3 |HZ FU |FU",,,"63","29.87","CLR:00","29.84","7.00","57","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09409/10/22 22:53:02 METAR KBFI 110653Z 00000KT 7SM FU CLR 18/11 A2987 RMK AO2 SLP115 T01780106 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","51","63","0.00","FU:3 |HZ FU |FU",,,"65","29.89","CLR:00","29.86","7.00","56","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/10/22 23:53:02 METAR KBFI 110753Z 00000KT 7SM FU CLR 17/11 A2989 RMK AO2 SLP121 T01720106 402940139 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-10T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"71",,,"29.80",,"3.5","6","7.6","0","85","57","310","18","0.00",,,"330","10","HZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):85 24 HR MAX TEMP TIME (LST):1439 24 HR MIN TEMP (F):57 24 HR MIN TEMP TIME (LST):0609 AVERAGE STATION PRESSURE:29.800 MINIMUM SEA LEVEL PRESSURE:29.77 TIME OF OCCURRENCE:1749 PEAK WIND SPEED (MPH):18  PEAK WIND DIR (DEG):310 PEAK WIND TIME (LST):1358  FASTEST 2MIN SPEED (MPH):10 FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):1443 AVERAGE WIND SPEED (MPH):3.5  24 HR AVG TEMP (F):71 HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:6   LATEST DAY MAX TEMP (0700-1900 LST):85  LATEST NIGHT MIN TEMP(1900-0800 LST):57 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0540","1832","2007-05-17"
"72793524234","2022-09-11T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","50","63","0.00","HZ:7 FU:3 |HZ FU |FU HZ","-0.06","3","63","29.91","CLR:00","29.88","6.00","56","140",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10309/11/22 00:53:02 METAR KBFI 110853Z 14003KT 6SM HZ FU CLR 17/10 A2991 RMK AO2 SLP129 T01720100 53019 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","48","63","0.00","FU:3 |HZ FU |FU",,,"58","29.93","CLR:00","29.90","7.00","55","140",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09409/11/22 01:53:02 METAR KBFI 110953Z 14007KT 7SM FU CLR 17/09 A2993 RMK AO2 SLP135 T01720089 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","49","64","0.00","FU:3 |HZ FU |FU",,,"58","29.95","CLR:00","29.93","8.00","56","150",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09409/11/22 02:53:02 METAR KBFI 111053Z 15008KT 8SM FU CLR 18/09 A2996 RMK AO2 SLP143 T01780094 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","49","66","0.00","FU:3 |HZ FU |FU","-0.04","0","54","29.95","CLR:00","29.92","9.00","57","150",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11209/11/22 03:53:02 METAR KBFI 111153Z 15010KT 9SM FU CLR 19/09 A2995 RMK AO2 SLP143 T01890094 10194 20161 50014 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","49","65","0.00","FU:3 |HZ FU |FU",,,"56","29.96","FEW:02 70 SCT:04 100 SCT:04 120","29.94","9.00","56","190",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/11/22 04:53:02 METAR KBFI 111253Z 19008KT 9SM FU FEW070 SCT100 SCT120 18/09 A2997 RMK AO2 SLP147 T01830094 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","52","66","0.00","FU:3 |HZ FU |FU",,,"61","29.98","FEW:02 110","29.95","10.00","58","140",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/11/22 05:53:02 METAR KBFI 111353Z 14010KT 10SM FU FEW110 19/11 A2998 RMK AO2 SLP152 T01890111 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","53","66","0.00","FU:3 |HZ FU |FU","-0.05","3","63","30.00","FEW:02 110","29.97","9.00","59","160",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10909/11/22 06:53:02 METAR KBFI 111453Z 16012KT 9SM FU FEW110 19/12 A3000 RMK AO2 SLP158 T01890117 53016 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","53","65","0.00","FU:3 |HZ FU |FU",,,"66","30.00","CLR:00","29.97","9.00","58","150",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/11/22 07:53:02 METAR KBFI 111553Z 15008KT 9SM FU CLR 18/12 A3000 RMK AO2 SLP158 T01830117 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","55","69","0.00","FU:3 |HZ FU |FU",,,"61","30.00","CLR:00","29.97","10.00","61","160",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/11/22 08:53:02 METAR KBFI 111653Z 16007KT 10SM FU CLR 21/13 A3000 RMK AO2 SLP159 T02060128 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","56","70","0.00","FU:3 |HZ FU |FU","-0.01","3","61","30.01","CLR:00","29.98","10.00","62","160",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11909/11/22 09:53:02 METAR KBFI 111753Z 16007KT 10SM FU CLR 21/13 A3001 RMK AO2 SLP163 T02110133 10217 20183 53004 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","56","72","0.00","FU:3 |HZ FU |FU",,,"57","30.01","CLR:00","29.99","10.00","63","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/11/22 10:53:02 METAR KBFI 111853Z VRB05KT 10SM FU CLR 22/13 A3002 RMK AO2 SLP164 T02220133 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","54","75","0.00","FU:3 |HZ FU |FU",,,"48","30.00","CLR:00","29.98","6.00","63","190",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/11/22 11:53:02 METAR KBFI 111953Z 19005KT 6SM FU CLR 24/12 A3001 RMK AO2 SLP160 T02390122 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","54","74","0.00","FU:3 |HZ FU |FU","-0.00","3","50","30.01","CLR:00","29.99","7.00","62","170",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/11/22 12:53:02 METAR KBFI 112053Z 17008KT 7SM FU CLR 23/12 A3002 RMK AO2 SLP164 T02330122 53001 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","54","73","0.00","FU:3 |HZ FU |FU",,,"51","30.01","CLR:00","29.98","10.00","62","150",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/11/22 13:53:02 METAR KBFI 112153Z 15007KT 10SM FU CLR 23/12 A3001 RMK AO2 SLP162 T02280122 $ (TWR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","56","72","0.00","FU:3 |HZ FU |FU",,,"57","30.01","FEW:02 110","29.98","9.00","63","160",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09709/11/22 14:53:02 METAR KBFI 112253Z 16012KT 9SM FU FEW110 22/13 A3001 RMK AO2 SLP161 T02220133 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","54","71","0.00","FU:3 |HZ FU |FU","+0.01","6","55","30.00","BKN:07 100","29.97","9.00","61","200",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12009/11/22 15:53:02 METAR KBFI 112353Z 20005KT 9SM FU BKN100 22/12 A3000 RMK AO2 SLP160 T02170122 10244 20211 56004 $ (MB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","54","72","0.00","FU:3 |HZ FU |FU",,,"53","30.00","FEW:02 75 BKN:07 110","29.98","9.00","62","230",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/11/22 16:53:01 METAR KBFI 120053Z 23004KT 9SM FU FEW075 BKN110 22/12 A3001 RMK AO2 SLP160 T02220122 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","55","70","0.00","FU:3 |HZ FU |FU",,,"59","30.02","BKN:07 150","29.99","10.00","61","200",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/11/22 17:53:01 METAR KBFI 120153Z 20006KT 10SM FU BKN150 21/13 A3002 RMK AO2 SLP165 T02110128 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","56","69","0.00","FU:3 |HZ FU |FU","-0.02","3","63","30.03","CLR:00","30.00","10.00","61","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/11/22 18:53:02 METAR KBFI 120253Z 00000KT 10SM FU CLR 21/13 A3003 RMK AO2 SLP168 T02060133 53008 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","58","68","0.00","FU:3 |HZ FU |FU",,,"70","30.04","FEW:02 120","30.02","10.00","62","190",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/11/22 19:53:02 METAR KBFI 120353Z 19004KT 10SM FU FEW120 20/14 A3005 RMK AO2 SLP174 T02000144 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","58","67","0.00","FU:3 |HZ FU |FU",,,"73","30.05","SCT:04 110","30.02","10.00","62","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/11/22 20:53:02 METAR KBFI 120453Z VRB03KT 10SM FU SCT110 19/14 A3005 RMK AO2 SLP175 T01940144 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","59","66","T","FU:3 |HZ FU |FU","-0.01","0","78","30.04","FEW:02 95 SCT:04 110","30.01","10.00","62","190",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14409/11/22 21:53:02 METAR KBFI 120553Z 19004KT 10SM FU FEW095 SCT110 19/15 A3004 RMK AO2 RAB26E35 SLP173 P0000 60000 T01890150 10222 20183 50005 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","2022-09-11T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","57","64","0.00","FU:3 |HZ FU |FU",,,"78","30.05","FEW:02 100","30.02","10.00","60","170",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/11/22 22:53:02 METAR KBFI 120653Z 17008KT 10SM FU FEW100 18/14 A3005 RMK AO2 SLP177 T01780139 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
