,"Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen BTLA+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD25+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD27+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD28+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD38+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD69+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD103+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD127+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD137+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD161+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD223+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen GranzymeB+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen HLADR+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen ICOS+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen KI67+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen OX40+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen PD1+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen TIM3+ | Freq. of Parent (%)",
2022-10-27_SAC253053.fcs,58.7,2.20,97.9,51.2,1.45,0.36,5.46,55.8,0.13,0.49,0.016,0.39,2.90,2.57,0.065,0,1.84,12.6,
2022-10-27_Tasso ID 6 Tasso Ack Lysed WB Frozen.fcs,44.4,11.1,88.9,88.9,22.2,0,22.2,55.6,0,11.1,0,11.1,22.2,11.1,11.1,0,0,11.1,
2022-10-27_Tasso ID 8 Tasso Ack Lysed WB Frozen.fcs,76.9,5.13,89.7,92.3,5.13,0,28.2,74.4,0,0,0,2.56,12.8,10.3,0,0,5.13,20.5,
2022-10-27_Tasso ID 9 Tasso Ack Lysed WB Frozen.fcs,57.1,4.76,85.7,81.0,14.3,0,19.0,61.9,0,9.52,0,0,0,9.52,4.76,0,0,28.6,
2022-10-27_Tasso ID 10 Tasso Ack Lysed WB Frozen.fcs,7.69,0,74.4,46.2,5.13,0,2.56,48.7,0,15.4,0,2.56,0,0,0,0,2.56,20.5,
2022-10-27_Tasso ID 11 Tasso Ack Lysed WB Frozen.fcs,37.5,0,92.5,65.0,2.50,0,2.50,7.50,0,2.50,0,7.50,5.00,5.00,0,0,5.00,7.50,
2022-10-27_Tasso ID 13 Tasso Ack Lysed WB Frozen.fcs,41.7,0,91.7,83.3,12.5,4.17,8.33,70.8,4.17,8.33,0,4.17,4.17,0,0,0,0,4.17,
2022-10-27_Tasso ID 14 Tasso Ack Lysed WB Frozen.fcs,58.3,2.78,94.4,91.7,19.4,0,11.1,58.3,0,0,0,8.33,19.4,13.9,5.56,0,5.56,25.0,
2022-10-27_Tasso ID 15 Tasso Ack Lysed WB Frozen.fcs,30.8,3.85,80.8,84.6,11.5,0,0,38.5,0,3.85,0,3.85,7.69,11.5,3.85,0,3.85,23.1,
2022-10-27_Tasso ID 6 Tasso Ack Lysed WB Frozen Shipped.fcs,52.2,2.17,93.5,78.3,8.70,2.17,10.9,58.7,0,6.52,0,2.17,10.9,13.0,2.17,0,2.17,15.2,
2022-10-27_Tasso ID 8 Tasso Ack Lysed WB Frozen Shipped.fcs,47.4,2.21,97.1,79.8,2.21,8.46,30.9,66.5,0.37,2.57,0,1.47,2.21,4.04,0,0,2.94,29.4,
2022-10-27_Tasso ID 9 Tasso Ack Lysed WB Frozen Shipped.fcs,27.5,0,77.5,77.5,17.5,0,12.5,40.0,2.50,12.5,0,2.50,10.0,7.50,2.50,0,0,20.0,
2022-10-27_Tasso ID 10 Tasso Ack Lysed WB Frozen Shipped.fcs,19.4,3.23,93.5,77.4,9.68,0,6.45,61.3,0,6.45,0,6.45,3.23,6.45,3.23,0,6.45,22.6,
2022-10-27_Tasso ID 11 Tasso Ack Lysed WB Frozen Shipped.fcs,55.0,5.00,85.0,95.0,10.0,5.00,5.00,10.0,10.0,5.00,0,5.00,35.0,20.0,0,0,10.0,10.0,
2022-10-27_Tasso ID 13 Tasso Ack Lysed WB Frozen Shipped.fcs,46.2,0.38,97.3,80.8,6.15,0.38,18.1,44.6,0.38,1.15,0,0.77,2.31,1.92,0,0.38,1.54,17.3,
2022-10-27_Tasso ID 14 Tasso Ack Lysed WB Frozen Shipped.fcs,54.7,0,96.9,90.6,6.25,0,4.69,28.1,1.56,0,0,1.56,7.81,12.5,0,0,1.56,17.2,
2022-10-27_Tasso ID 15 Tasso Ack Lysed WB Frozen Shipped.fcs,70.8,8.33,95.8,95.8,8.33,4.17,4.17,50.0,0,4.17,0,0,4.17,12.5,0,0,0,33.3,
2022-10-27_Tasso ID 6 Vein PBMC Frozen.fcs,61.6,2.56,98.3,73.9,13.3,0.22,8.78,64.4,0.67,3.67,0,2.67,10.1,13.6,1.11,0,3.56,16.7,
2022-10-27_Tasso ID 8 Vein PBMC Frozen.fcs,64.0,7.09,98.0,89.2,5.89,0.39,22.4,84.9,1.63,1.07,0,2.41,14.2,16.7,0.39,0,5.89,17.1,
2022-10-27_Tasso ID 9 Vein PBMC Frozen.fcs,67.5,1.49,97.2,87.0,12.6,0.14,17.6,70.9,0.27,2.03,0,0.68,4.19,15.7,1.08,0,5.55,14.7,
2022-10-27_Tasso ID 10 Vein PBMC Frozen.fcs,47.1,3.32,97.2,83.7,5.80,0.83,18.7,80.9,0.66,6.97,0,1.49,5.31,10.3,0.83,0,8.96,16.3,
2022-10-27_Tasso ID 11 Vein PBMC Frozen.fcs,74.3,4.05,95.9,85.8,9.46,1.35,9.46,28.4,4.73,2.03,0,5.41,33.1,26.4,0,0,28.4,9.46,
