,"Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen BTLA+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD25+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD27+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD28+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD38+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD69+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD103+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD127+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD137+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD161+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen CD223+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen GranzymeB+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen HLADR+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen ICOS+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen KI67+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen OX40+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen PD1+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4+, CD8-/NOT CD127low, CD25hi (Conventional CD4 T cells Total)/CD45RA+ , CCR7+ (Naive) ***/Phen TIM3+ | Freq. of Parent (%)",
2022-10-27_Tasso ID 15 Vein PBMC Frozen.fcs,91.0,10.6,99.9,99.4,22.7,0.082,0.031,60.3,0.12,0.42,0.021,0.051,0.30,2.05,0.20,0,0.072,26.1,
2022-10-27_Tasso ID 10 Vein PBMC Frozen Pre.fcs,74.2,1.24,100.0,98.0,34.3,0.19,0.022,65.1,0.022,0.15,0.011,0.033,0.21,4.24,0.022,0,0.044,12.7,
2022-10-27_Tasso ID 6 Vein Ack Lysed WB Frozen.fcs,38.7,0.63,96.7,94.7,18.5,0,0.048,49.8,0,0,0,0.097,0.19,0.48,0.097,0.097,0,4.75,
2022-10-27_Tasso ID 8 Vein Ack Lysed WB Frozen.fcs,54.0,3.59,82.5,96.3,9.84,0.082,0.041,46.6,0,0.041,0,0.57,0.41,1.14,0.041,0.082,0.12,6.54,
2022-10-27_Tasso ID 9 Vein Ack Lysed WB Frozen.fcs,66.2,1.02,99.8,99.6,28.0,0.039,0,56.6,0,0.078,0.039,0,0.12,1.29,0,0,0.039,23.9,
2022-10-27_Tasso ID 10 Vein Ack Lysed WB Frozen.fcs,9.26,0.98,88.1,93.1,23.0,0,0,53.3,0.18,0,0,0,0.18,0.71,0.089,0,0.089,8.55,
2022-10-27_Tasso ID 11 Vein Ack Lysed WB Frozen.fcs,68.6,4.98,99.0,98.1,18.0,0.10,0.10,39.9,0.25,0.70,0.041,0.39,1.21,3.19,0.31,0.10,0.70,11.9,
2022-10-27_Tasso ID 13 Vein Ack Lysed WB Frozen.fcs,67.7,2.10,99.8,99.2,14.1,0.047,0,66.0,0.047,0.047,0,0.093,0.47,1.12,0.047,0,0.093,17.9,
2022-10-27_Tasso ID 14 Vein Ack Lysed WB Frozen.fcs,37.7,0.82,93.0,94.7,18.2,0.15,0.053,58.0,0.013,0.066,0,0.040,0.17,3.90,0.027,0.053,0.013,4.81,
2022-10-27_Tasso ID 15 Vein Ack Lysed WB Frozen.fcs,54.1,5.12,98.3,99.1,15.0,0,0,32.6,0.17,0,0,0,0,0.68,0,0,0,37.0,
